2026-03-15 18:36:19.985603 | IP: 192.168.1.15 | RESULT: ATTACK
2026-03-15 18:42:21.171250 | IP: 127.0.0.1 | RESULT: NORMAL
2026-03-15 18:54:12.287069 | IP: 192.168.1.59 | RESULT: NORMAL
2026-03-15 18:54:12.314567 | IP: 192.168.1.57 | RESULT: NORMAL
2026-03-15 18:54:12.334780 | IP: 192.168.1.65 | RESULT: NORMAL
2026-03-15 18:54:12.365505 | IP: 192.168.1.75 | RESULT: NORMAL
2026-03-15 18:54:12.384434 | IP: 192.168.1.77 | RESULT: NORMAL
2026-03-15 18:54:12.406287 | IP: 192.168.1.89 | RESULT: NORMAL
2026-03-15 18:54:12.425521 | IP: 192.168.1.94 | RESULT: NORMAL
2026-03-15 18:54:12.474357 | IP: 192.168.1.88 | RESULT: NORMAL
2026-03-15 18:54:12.505022 | IP: 192.168.1.69 | RESULT: NORMAL
2026-03-15 18:54:12.531146 | IP: 192.168.1.28 | RESULT: NORMAL
2026-03-15 18:54:12.554778 | IP: 192.168.1.41 | RESULT: NORMAL
2026-03-15 18:54:12.573288 | IP: 192.168.1.16 | RESULT: NORMAL
2026-03-15 18:54:12.586055 | IP: 192.168.1.89 | RESULT: NORMAL
2026-03-15 18:54:12.601139 | IP: 192.168.1.75 | RESULT: NORMAL
2026-03-15 18:54:12.619275 | IP: 192.168.1.64 | RESULT: NORMAL
2026-03-15 19:02:28.418627 | IP: 192.168.1.85 | RESULT: NORMAL
2026-03-15 19:02:28.445769 | IP: 192.168.1.25 | RESULT: NORMAL
2026-03-15 19:02:28.474680 | IP: 192.168.1.37 | RESULT: NORMAL
2026-03-15 19:02:28.486662 | IP: 192.168.1.79 | RESULT: NORMAL
2026-03-15 19:02:28.510263 | IP: 192.168.1.41 | RESULT: NORMAL
2026-03-15 19:02:28.525080 | IP: 192.168.1.81 | RESULT: NORMAL
2026-03-15 19:02:28.537718 | IP: 192.168.1.35 | RESULT: NORMAL
2026-03-15 19:02:28.552547 | IP: 192.168.1.28 | RESULT: NORMAL
2026-03-15 19:02:28.566701 | IP: 192.168.1.96 | RESULT: NORMAL
2026-03-15 19:02:28.578999 | IP: 192.168.1.36 | RESULT: NORMAL
2026-03-15 19:02:28.592199 | IP: 192.168.1.97 | RESULT: NORMAL
2026-03-15 19:02:28.605637 | IP: 192.168.1.76 | RESULT: NORMAL
2026-03-15 19:02:28.619363 | IP: 192.168.1.40 | RESULT: NORMAL
2026-03-15 19:02:28.634541 | IP: 192.168.1.48 | RESULT: NORMAL
